Incentive Strategy,Total to Distribute,Time taken to achieve 95% adoption
['Highest_gamma'],69137.93103448275,749
['Highest_gamma'],70689.6551724138,749
['Highest_gamma'],72241.37931034483,749
['Highest_gamma'],73793.10344827586,749
['Highest_gamma'],75344.8275862069,749
['Highest_gamma'],76896.55172413793,749
['Highest_gamma'],78448.27586206896,749
['Highest_gamma'],80000.0,749
['Lowest_gamma'],35000.0,0
['Lowest_gamma'],36551.724137931036,1
['Lowest_gamma'],38103.44827586207,4
['Lowest_gamma'],39655.1724137931,5
['Lowest_gamma'],41206.89655172414,8
['Lowest_gamma'],42758.620689655174,11
['Lowest_gamma'],44310.3448275862,7
['Lowest_gamma'],45862.06896551724,8
['Lowest_gamma'],47413.793103448275,14
['Lowest_gamma'],48965.51724137931,16
['Lowest_gamma'],50517.24137931035,19
['Lowest_gamma'],52068.96551724138,26
['Lowest_gamma'],53620.68965517241,30
['Lowest_gamma'],55172.41379310345,35
['Lowest_gamma'],56724.13793103448,49
['Lowest_gamma'],58275.862068965514,75
['Lowest_gamma'],59827.58620689655,104
['Lowest_gamma'],61379.31034482759,214
['Lowest_gamma'],62931.03448275862,798
['Lowest_gamma'],64482.75862068965,752
['Lowest_gamma'],66034.4827586207,740
['Lowest_gamma'],67586.20689655172,740
['Lowest_gamma'],69137.93103448275,740
['Lowest_gamma'],70689.6551724138,740
['Lowest_gamma'],72241.37931034483,740
['Lowest_gamma'],73793.10344827586,740
['Lowest_gamma'],75344.8275862069,740
['Lowest_gamma'],76896.55172413793,740
['Lowest_gamma'],78448.27586206896,740
['Lowest_gamma'],80000.0,740
Incentive Strategy,Total to Distribute,Number of agents incentivized
['Random'],35000.0,173
['Random'],36551.724137931036,189
['Random'],38103.44827586207,196
['Random'],39655.1724137931,211
['Random'],41206.89655172414,227
['Random'],42758.620689655174,244
['Random'],44310.3448275862,255
['Random'],45862.06896551724,267
['Random'],47413.793103448275,281
['Random'],48965.51724137931,299
['Random'],50517.24137931035,314
['Random'],52068.96551724138,335
['Random'],53620.68965517241,361
['Random'],55172.41379310345,378
['Random'],56724.13793103448,407
['Random'],58275.862068965514,412
['Random'],59827.58620689655,412
['Random'],61379.31034482759,412
['Random'],62931.03448275862,412
['Random'],64482.75862068965,412
['Random'],66034.4827586207,412
['Random'],67586.20689655172,412
['Random'],69137.93103448275,412
['Random'],70689.6551724138,412
['Random'],72241.37931034483,412
['Random'],73793.10344827586,412
['Random'],75344.8275862069,412
['Random'],76896.55172413793,412
['Random'],78448.27586206896,412
['Random'],80000.0,412
['Highest_degree'],35000.0,141
['Highest_degree'],36551.724137931036,158
['Highest_degree'],38103.44827586207,163
['Highest_degree'],39655.1724137931,171
['Highest_degree'],41206.89655172414,185
['Highest_degree'],42758.620689655174,202
['Highest_degree'],44310.3448275862,224
['Highest_degree'],45862.06896551724,232
['Highest_degree'],47413.793103448275,249
['Highest_degree'],48965.51724137931,269
['Highest_degree'],50517.24137931035,290
['Highest_degree'],52068.96551724138,312
['Highest_degree'],53620.68965517241,334
['Highest_degree'],55172.41379310345,334
['Highest_degree'],56724.13793103448,334
['Highest_degree'],58275.862068965514,334
['Highest_degree'],59827.58620689655,334
['Highest_degree'],61379.31034482759,334
['Highest_degree'],62931.03448275862,334
['Highest_degree'],64482.75862068965,334
['Highest_degree'],66034.4827586207,334
['Highest_degree'],67586.20689655172,334
['Highest_degree'],69137.93103448275,334
['Highest_degree'],70689.6551724138,334
['Highest_degree'],72241.37931034483,334
['Highest_degree'],73793.10344827586,334
['Highest_degree'],75344.8275862069,334
['Highest_degree'],76896.55172413793,334
['Highest_degree'],78448.27586206896,334
['Highest_degree'],80000.0,334
['Lowest_degree'],35000.0,252
['Lowest_degree'],36551.724137931036,264
['Lowest_degree'],38103.44827586207,277
['Lowest_degree'],39655.1724137931,291
['Lowest_degree'],41206.89655172414,307
['Lowest_degree'],42758.620689655174,324
['Lowest_degree'],44310.3448275862,336
['Lowest_degree'],45862.06896551724,355
['Lowest_degree'],47413.793103448275,369
['Lowest_degree'],48965.51724137931,383
['Lowest_degree'],50517.24137931035,396
